FileName,Frame,PixelCount,OriginalPixelCount,PixelIncrease,PercentIncrease,CorrectionMethod,KernelSize,Iterations
0X1012703CDC1436FE.avi,172,2092,1676,416,24.821002386634845,morphological_dilation,3,2
0X1013E8A4864781B.avi,35,828,552,276,50.0,morphological_dilation,3,2
0X1013E8A4864781B.avi,46,520,258,262,101.55038759689923,morphological_dilation,3,2
0X1018521A3BC5CDBA.avi,42,1583,1227,356,29.013854930725348,morphological_dilation,3,2
0X1018521A3BC5CDBA.avi,57,1021,745,276,37.04697986577181,morphological_dilation,3,2
0X101C388397F66EDB.avi,46,2272,1832,440,24.017467248908297,morphological_dilation,3,2
0X101C388397F66EDB.avi,62,1373,1013,360,35.53800592300099,morphological_dilation,3,2
0X101CFC9C5351DCBE.avi,59,2107,1680,427,25.416666666666664,morphological_dilation,3,2
0X101CFC9C5351DCBE.avi,73,1415,1043,372,35.66634707574305,morphological_dilation,3,2
0X101E654AF3FC07A8.avi,109,1088,796,292,36.68341708542713,morphological_dilation,3,2
0X101E654AF3FC07A8.avi,132,641,409,232,56.723716381418086,morphological_dilation,3,2
0X10267ADF2E644E0.avi,150,1566,1194,372,31.155778894472363,morphological_dilation,3,2
0X10267ADF2E644E0.avi,172,902,622,280,45.01607717041801,morphological_dilation,3,2
0X102AE9C68B2C46DA.avi,48,1222,902,320,35.47671840354767,morphological_dilation,3,2
0X102AE9C68B2C46DA.avi,63,895,553,342,61.84448462929476,morphological_dilation,3,2
0X102C51641C321436.avi,0,2149,1761,388,22.032935831913687,morphological_dilation,3,2
0X102C51641C321436.avi,15,1471,1139,332,29.148375768217733,morphological_dilation,3,2
0X102CFB07F752AAE6.avi,163,1926,1514,412,27.212681638044916,morphological_dilation,3,2
0X102CFB07F752AAE6.avi,184,1369,1025,344,33.5609756097561,morphological_dilation,3,2
0X102DD1B9BE03716.avi,52,2316,1884,432,22.929936305732486,morphological_dilation,3,2
0X102DD1B9BE03716.avi,71,1552,1184,368,31.08108108108108,morphological_dilation,3,2
0X102E453603FA1440.avi,46,2433,1997,436,21.832749123685527,morphological_dilation,3,2
0X102E453603FA1440.avi,60,1332,1004,328,32.669322709163346,morphological_dilation,3,2
0X102E94908346DE1D.avi,116,1421,1073,348,32.432432432432435,morphological_dilation,3,2
0X102E94908346DE1D.avi,138,1069,761,308,40.473061760841,morphological_dilation,3,2
0X102F3D4CD5E10801.avi,0,2042,1642,400,24.3605359317905,morphological_dilation,3,2
0X102F3D4CD5E10801.avi,22,1414,1082,332,30.683918669131238,morphological_dilation,3,2
0X10365E52F01510B4.avi,28,1929,1541,388,25.17845554834523,morphological_dilation,3,2
0X10365E52F01510B4.avi,36,1242,898,344,38.30734966592428,morphological_dilation,3,2
0X1039108E17193B1C.avi,60,2426,1954,472,24.15557830092119,morphological_dilation,3,2
0X1039108E17193B1C.avi,79,1558,1170,388,33.16239316239316,morphological_dilation,3,2
0X1039B49145DF4F25.avi,40,1318,998,320,32.06412825651302,morphological_dilation,3,2
0X1039B49145DF4F25.avi,57,875,599,276,46.07679465776294,morphological_dilation,3,2
0X103A55B2546EF36E.avi,166,1967,1563,404,25.84772872680742,morphological_dilation,3,2
0X103A55B2546EF36E.avi,186,1305,957,348,36.36363636363637,morphological_dilation,3,2
0X103BE163257D663A.avi,47,1330,978,352,35.991820040899796,morphological_dilation,3,2
0X103BE163257D663A.avi,69,918,614,304,49.5114006514658,morphological_dilation,3,2
0X1040C376CF369A01.avi,52,1303,975,328,33.64102564102564,morphological_dilation,3,2
0X1040C376CF369A01.avi,64,806,534,272,50.936329588014985,morphological_dilation,3,2
0X1040D64234D3E916.avi,90,1919,1528,391,25.589005235602098,morphological_dilation,3,2
0X1040D64234D3E916.avi,108,1148,818,330,40.34229828850856,morphological_dilation,3,2
0X1043D3D352972862.avi,91,1584,1236,348,28.155339805825243,morphological_dilation,3,2
0X1043D3D352972862.avi,113,1154,846,308,36.40661938534279,morphological_dilation,3,2
0X1045F1B5A0A5EA54.avi,57,1399,1043,356,34.13231064237775,morphological_dilation,3,2
0X1045F1B5A0A5EA54.avi,73,1036,712,324,45.50561797752809,morphological_dilation,3,2
0X104D2C3D60AE3DE8.avi,145,3391,2871,520,18.112156043190524,morphological_dilation,3,2
0X104D2C3D60AE3DE8.avi,163,1903,1503,400,26.61343978709248,morphological_dilation,3,2
0X105039B849CDB1CD.avi,55,1951,1547,404,26.11506140917906,morphological_dilation,3,2
0X105039B849CDB1CD.avi,73,1197,873,324,37.11340206185567,morphological_dilation,3,2
0X10516E63208D8EA1.avi,51,1944,1538,406,26.397919375812744,morphological_dilation,3,2
0X10516E63208D8EA1.avi,66,1279,918,361,39.32461873638344,morphological_dilation,3,2
0X1055D6B76E5D7556.avi,75,1206,898,308,34.29844097995546,morphological_dilation,3,2
0X1055D6B76E5D7556.avi,90,818,546,272,49.81684981684982,morphological_dilation,3,2
0X10569E00E4DFFF7D.avi,36,1261,941,320,34.00637619553667,morphological_dilation,3,2
0X10569E00E4DFFF7D.avi,53,609,371,238,64.15094339622641,morphological_dilation,3,2
0X1059077339EF0869.avi,90,1863,1463,400,27.34107997265892,morphological_dilation,3,2
0X1059077339EF0869.avi,116,1122,789,333,42.20532319391635,morphological_dilation,3,2
0X105B9EF57DE45DCB.avi,106,2411,1975,436,22.075949367088608,morphological_dilation,3,2
0X105B9EF57DE45DCB.avi,121,1747,1359,388,28.550404709345106,morphological_dilation,3,2
0X105CDF495F9A9A43.avi,71,1826,1430,396,27.692307692307693,morphological_dilation,3,2
0X105CDF495F9A9A43.avi,89,1219,879,340,38.68031854379977,morphological_dilation,3,2
0X105D400DBDB7A1FA.avi,78,2303,1859,444,23.883808499193115,morphological_dilation,3,2
0X105D400DBDB7A1FA.avi,96,1456,1100,356,32.36363636363636,morphological_dilation,3,2
0X105E0E36E611D657.avi,69,2375,1931,444,22.993267736923872,morphological_dilation,3,2
0X105E0E36E611D657.avi,86,1708,1324,384,29.003021148036257,morphological_dilation,3,2
0X10623D3AF96AC271.avi,34,3868,3296,572,17.354368932038835,morphological_dilation,3,2
0X10623D3AF96AC271.avi,52,1905,1525,380,24.91803278688525,morphological_dilation,3,2
0X1062E316DF137FDB.avi,123,1327,986,341,34.5841784989858,morphological_dilation,3,2
0X1062E316DF137FDB.avi,140,768,488,280,57.377049180327866,morphological_dilation,3,2
0X10648BFB1458861.avi,30,2164,1732,432,24.94226327944573,morphological_dilation,3,2
0X10648BFB1458861.avi,39,1585,1201,384,31.973355537052456,morphological_dilation,3,2
0X106766224781FAE2.avi,47,1579,1211,368,30.388109000825764,morphological_dilation,3,2
0X106766224781FAE2.avi,65,1036,728,308,42.30769230769231,morphological_dilation,3,2
0X106A8FDB8A83534B.avi,60,1681,1321,360,27.252081756245268,morphological_dilation,3,2
0X106A8FDB8A83534B.avi,72,1012,732,280,38.25136612021858,morphological_dilation,3,2
0X106B384BEED608E3.avi,68,1980,1584,396,25.0,morphological_dilation,3,2
0X106B384BEED608E3.avi,83,1123,815,308,37.79141104294478,morphological_dilation,3,2
0X106E73F4961CC47B.avi,88,1581,1229,352,28.641171684296175,morphological_dilation,3,2
0X106E73F4961CC47B.avi,104,992,708,284,40.11299435028249,morphological_dilation,3,2
0X106EA7D9DEC59EA9.avi,96,1887,1499,388,25.883922615076717,morphological_dilation,3,2
0X106EA7D9DEC59EA9.avi,110,1332,996,336,33.734939759036145,morphological_dilation,3,2
0X106FE6CF624D4C8C.avi,55,2056,1656,400,24.154589371980677,morphological_dilation,3,2
0X106FE6CF624D4C8C.avi,74,1331,1011,320,31.65182987141444,morphological_dilation,3,2
0X1070ABA581A9A255.avi,41,1533,1177,356,30.246389124893795,morphological_dilation,3,2
0X1070ABA581A9A255.avi,58,1008,708,300,42.3728813559322,morphological_dilation,3,2
0X107458C8895A9AC9.avi,96,1350,1004,346,34.462151394422314,morphological_dilation,3,2
0X107458C8895A9AC9.avi,110,905,605,300,49.586776859504134,morphological_dilation,3,2
0X1082BF2A3762D881.avi,44,1913,1521,392,25.77251808021039,morphological_dilation,3,2
0X1082BF2A3762D881.avi,67,1490,1146,344,30.017452006980804,morphological_dilation,3,2
0X1088B755BC61AF23.avi,42,1396,1052,344,32.69961977186312,morphological_dilation,3,2
0X1088B755BC61AF23.avi,52,768,492,276,56.09756097560976,morphological_dilation,3,2
0X108B163EEADDDABC.avi,40,1759,1367,392,28.675932699341622,morphological_dilation,3,2
0X108B163EEADDDABC.avi,55,1150,838,312,37.23150357995227,morphological_dilation,3,2
0X108B4B26B48E417B.avi,65,1228,912,316,34.64912280701755,morphological_dilation,3,2
0X108B4B26B48E417B.avi,76,889,607,282,46.45799011532125,morphological_dilation,3,2
0X1093398DC18FB3B3.avi,53,3160,2656,504,18.97590361445783,morphological_dilation,3,2
0X1093398DC18FB3B3.avi,75,1808,1416,392,27.683615819209038,morphological_dilation,3,2
0X1096572D64654BBD.avi,76,1139,827,312,37.726723095526,morphological_dilation,3,2
0X1096572D64654BBD.avi,93,809,522,287,54.98084291187739,morphological_dilation,3,2
0X1098A9CCA66A5DD0.avi,38,1650,1278,372,29.107981220657276,morphological_dilation,3,2
0X1098A9CCA66A5DD0.avi,53,1125,809,316,39.060568603213845,morphological_dilation,3,2
0X109D27B0A540F9F6.avi,51,1470,1126,344,30.550621669627,morphological_dilation,3,2
0X109D27B0A540F9F6.avi,64,974,678,296,43.657817109144545,morphological_dilation,3,2
0X10A28877E97DF540.avi,69,2242,1814,428,23.594266813671442,morphological_dilation,3,2
0X10A28877E97DF540.avi,87,1327,991,336,33.90514631685166,morphological_dilation,3,2
0X10A5FC19152B50A5.avi,112,2327,1879,448,23.842469398616284,morphological_dilation,3,2
0X10A5FC19152B50A5.avi,125,1355,998,357,35.77154308617235,morphological_dilation,3,2
0X10A8ADB48536C3D5.avi,88,2178,1770,408,23.050847457627118,morphological_dilation,3,2
0X10A8ADB48536C3D5.avi,97,1939,1543,396,25.664290343486712,morphological_dilation,3,2
0X10A9B17E26220232.avi,61,1591,1215,376,30.946502057613166,morphological_dilation,3,2
0X10A9B17E26220232.avi,80,950,654,296,45.25993883792049,morphological_dilation,3,2
0X10ABB3401FC5EC2D.avi,51,1932,1540,392,25.454545454545453,morphological_dilation,3,2
0X10ABB3401FC5EC2D.avi,71,1119,811,308,37.97780517879161,morphological_dilation,3,2
0X10AD385C206C85C.avi,133,1196,884,312,35.294117647058826,morphological_dilation,3,2
0X10AD385C206C85C.avi,145,946,666,280,42.04204204204204,morphological_dilation,3,2
0X10B04432B90E5AC2.avi,66,1692,1292,400,30.959752321981426,morphological_dilation,3,2
0X10B04432B90E5AC2.avi,83,1120,796,324,40.7035175879397,morphological_dilation,3,2
0X10B063E16BA7BEE3.avi,96,2153,1733,420,24.23542989036353,morphological_dilation,3,2
0X10B063E16BA7BEE3.avi,107,1767,1375,392,28.50909090909091,morphological_dilation,3,2
0X10B13E581B12A53C.avi,39,1225,921,304,33.00760043431053,morphological_dilation,3,2
0X10B13E581B12A53C.avi,53,799,547,252,46.06946983546618,morphological_dilation,3,2
0X10B7505562B0A702.avi,61,1784,1412,372,26.345609065155806,morphological_dilation,3,2
0X10B7505562B0A702.avi,77,1183,875,308,35.199999999999996,morphological_dilation,3,2
0X10BC6AA53115AA06.avi,42,2282,1842,440,23.887079261672095,morphological_dilation,3,2
0X10BC6AA53115AA06.avi,61,1516,1148,368,32.05574912891986,morphological_dilation,3,2
0X10BD75A3203C3BB9.avi,50,1778,1390,388,27.913669064748202,morphological_dilation,3,2
0X10BD75A3203C3BB9.avi,66,1185,841,344,40.903686087990486,morphological_dilation,3,2
0X10BDFD27E27D56A9.avi,1,1570,1186,384,32.377740303541316,morphological_dilation,3,2
0X10BDFD27E27D56A9.avi,20,1048,700,348,49.714285714285715,morphological_dilation,3,2
0X10BFDDD409BA5A7A.avi,43,1735,1335,400,29.962546816479403,morphological_dilation,3,2
0X10BFDDD409BA5A7A.avi,57,1066,742,324,43.66576819407008,morphological_dilation,3,2
0X10C2D4AA0721C0FB.avi,149,1984,1544,440,28.497409326424872,morphological_dilation,3,2
0X10C2D4AA0721C0FB.avi,166,1200,848,352,41.509433962264154,morphological_dilation,3,2
0X10C3E084B3ABE52A.avi,4,1722,1330,392,29.47368421052631,morphological_dilation,3,2
0X10C3E084B3ABE52A.avi,20,1109,760,349,45.921052631578945,morphological_dilation,3,2
0X10C4823DD13E1869.avi,49,3039,2524,515,20.404120443740094,morphological_dilation,3,2
0X10C4823DD13E1869.avi,67,1969,1541,428,27.774172615184945,morphological_dilation,3,2
0X10C53B6D1D01A54A.avi,91,2877,2377,500,21.03491796381994,morphological_dilation,3,2
0X10C53B6D1D01A54A.avi,112,1735,1315,420,31.93916349809886,morphological_dilation,3,2
0X10CA19FBE6D26A71.avi,53,2011,1604,407,25.374064837905237,morphological_dilation,3,2
0X10CA19FBE6D26A71.avi,70,1227,887,340,38.331454340473506,morphological_dilation,3,2
0X10D11D93FB71B19C.avi,103,2524,2048,476,23.2421875,morphological_dilation,3,2
0X10D11D93FB71B19C.avi,118,1497,1109,388,34.98647430117223,morphological_dilation,3,2
0X10D1B5DDEBC0E3C8.avi,31,1740,1340,400,29.850746268656714,morphological_dilation,3,2
0X10D1B5DDEBC0E3C8.avi,41,1204,844,360,42.65402843601896,morphological_dilation,3,2
0X10D278E3FD2DE072.avi,82,1920,1532,388,25.326370757180154,morphological_dilation,3,2
0X10D278E3FD2DE072.avi,99,1100,800,300,37.5,morphological_dilation,3,2
0X10D5F8CF0EB124.avi,110,1878,1494,384,25.702811244979916,morphological_dilation,3,2
0X10D5F8CF0EB124.avi,132,1628,1272,356,27.9874213836478,morphological_dilation,3,2
0X10D734CBEB6ECB81.avi,5,1267,943,324,34.35843054082714,morphological_dilation,3,2
0X10D734CBEB6ECB81.avi,13,1001,721,280,38.83495145631068,morphological_dilation,3,2
0X10D8F5659B144070.avi,57,1178,862,316,36.65893271461717,morphological_dilation,3,2
0X10D8F5659B144070.avi,71,869,572,297,51.92307692307693,morphological_dilation,3,2
0X10DEF75CF6DC6B84.avi,116,1913,1485,428,28.82154882154882,morphological_dilation,3,2
0X10DEF75CF6DC6B84.avi,134,1276,924,352,38.095238095238095,morphological_dilation,3,2
0X10E197789006C3D5.avi,111,1886,1482,404,27.26045883940621,morphological_dilation,3,2
0X10E197789006C3D5.avi,126,1115,803,312,38.85429638854296,morphological_dilation,3,2
0X10E47D630E15DE12.avi,87,2833,2345,488,20.810234541577824,morphological_dilation,3,2
0X10E47D630E15DE12.avi,108,2279,1843,436,23.657080846446014,morphological_dilation,3,2
0X10E57E24DBA5788.avi,45,2392,1980,412,20.80808080808081,morphological_dilation,3,2
0X10E57E24DBA5788.avi,61,2040,1652,388,23.486682808716708,morphological_dilation,3,2
0X10E60C3C123CAEB8.avi,58,1484,1132,352,31.09540636042403,morphological_dilation,3,2
0X10E60C3C123CAEB8.avi,85,919,631,288,45.64183835182251,morphological_dilation,3,2
0X10EFC1D17C7FB199.avi,179,1212,872,340,38.99082568807339,morphological_dilation,3,2
0X10EFC1D17C7FB199.avi,195,837,541,296,54.71349353049908,morphological_dilation,3,2
0X10F04F8DFB86BAEE.avi,43,2014,1606,408,25.404732254047325,morphological_dilation,3,2
0X10F04F8DFB86BAEE.avi,62,1521,1181,340,28.789161727349704,morphological_dilation,3,2
0X10F6FD4A9C6A458E.avi,46,2785,2305,480,20.824295010845987,morphological_dilation,3,2
0X10F6FD4A9C6A458E.avi,66,1560,1188,372,31.313131313131315,morphological_dilation,3,2
0X10FCACE551DE0CEB.avi,50,1534,1174,360,30.664395229982965,morphological_dilation,3,2
0X10FCACE551DE0CEB.avi,68,872,596,276,46.308724832214764,morphological_dilation,3,2
0X11000DD0D10B399F.avi,57,1599,1221,378,30.95823095823096,morphological_dilation,3,2
0X11000DD0D10B399F.avi,71,1025,725,300,41.37931034482759,morphological_dilation,3,2
0X1100A0AA0BDBAE92.avi,49,1427,1091,336,30.7974335472044,morphological_dilation,3,2
0X1100A0AA0BDBAE92.avi,68,976,684,292,42.69005847953216,morphological_dilation,3,2
0X1106795368C7DE44.avi,38,2447,1963,484,24.656138563423333,morphological_dilation,3,2
0X1106795368C7DE44.avi,49,1534,1134,400,35.273368606701936,morphological_dilation,3,2
0X1108EED6EC60971E.avi,51,1789,1413,376,26.610049539985848,morphological_dilation,3,2
0X1108EED6EC60971E.avi,70,1087,783,304,38.8250319284802,morphological_dilation,3,2
0X110A2E1C465B1B53.avi,103,1754,1382,372,26.91751085383502,morphological_dilation,3,2
0X110A2E1C465B1B53.avi,119,1092,772,320,41.45077720207254,morphological_dilation,3,2
0X11109B2A42A4C76E.avi,123,2563,2107,456,21.642145230185097,morphological_dilation,3,2
0X11109B2A42A4C76E.avi,135,1835,1423,412,28.952916373858045,morphological_dilation,3,2
0X11116A740B44446A.avi,94,1994,1586,408,25.72509457755359,morphological_dilation,3,2
0X11116A740B44446A.avi,112,1340,1000,340,34.0,morphological_dilation,3,2
0X1112442D58D48C79.avi,61,2423,1999,424,21.210605302651324,morphological_dilation,3,2
0X1112442D58D48C79.avi,72,1431,1083,348,32.13296398891966,morphological_dilation,3,2
0X11199500C4901088.avi,3,1600,1252,348,27.79552715654952,morphological_dilation,3,2
0X11199500C4901088.avi,19,1174,874,300,34.32494279176201,morphological_dilation,3,2
0X111D3734D84AA8B8.avi,109,1885,1477,408,27.623561272850374,morphological_dilation,3,2
0X111D3734D84AA8B8.avi,125,1208,868,340,39.1705069124424,morphological_dilation,3,2
0X111E2E3AD9EB4317.avi,4,2758,2294,464,20.226678291194418,morphological_dilation,3,2
0X111E2E3AD9EB4317.avi,19,1612,1244,368,29.581993569131832,morphological_dilation,3,2
0X111EDA8A1E44169C.avi,97,1446,1080,366,33.88888888888889,morphological_dilation,3,2
0X111EDA8A1E44169C.avi,110,966,666,300,45.04504504504504,morphological_dilation,3,2
0X1123724D7C9FAF61.avi,42,1343,999,344,34.434434434434436,morphological_dilation,3,2
0X1123724D7C9FAF61.avi,59,900,596,304,51.006711409395976,morphological_dilation,3,2
0X1124D3D938A98B7B.avi,58,1838,1446,392,27.10926694329184,morphological_dilation,3,2
0X1124D3D938A98B7B.avi,72,1177,861,316,36.70150987224158,morphological_dilation,3,2
0X112505A983BB4D8E.avi,101,1214,894,320,35.79418344519016,morphological_dilation,3,2
0X112505A983BB4D8E.avi,114,764,504,260,51.587301587301596,morphological_dilation,3,2
0X112668E4C7655E1A.avi,76,1125,829,296,35.70566948130278,morphological_dilation,3,2
0X112668E4C7655E1A.avi,93,749,510,239,46.86274509803921,morphological_dilation,3,2
0X112862331B7E140E.avi,37,3013,2471,542,21.934439498178875,morphological_dilation,3,2
0X112862331B7E140E.avi,58,1674,1254,420,33.49282296650718,morphological_dilation,3,2
0X1128628F2CE14FF4.avi,87,1424,1080,344,31.851851851851855,morphological_dilation,3,2
0X1128628F2CE14FF4.avi,108,1143,835,308,36.88622754491018,morphological_dilation,3,2
0X1129FFF0D45D7EFF.avi,53,3306,2794,512,18.32498210450966,morphological_dilation,3,2
0X1129FFF0D45D7EFF.avi,69,2006,1582,424,26.801517067003793,morphological_dilation,3,2
0X112B93363FA20D8B.avi,31,1571,1215,356,29.300411522633745,morphological_dilation,3,2
0X112B93363FA20D8B.avi,49,1146,838,308,36.754176610978526,morphological_dilation,3,2
0X112D0A3D2ACB8800.avi,128,2774,2286,488,21.347331583552055,morphological_dilation,3,2
0X112D0A3D2ACB8800.avi,149,1672,1272,400,31.446540880503143,morphological_dilation,3,2
0X112E05F05062753E.avi,44,2228,1800,428,23.77777777777778,morphological_dilation,3,2
0X112E05F05062753E.avi,64,1508,1135,373,32.863436123348016,morphological_dilation,3,2
0X112EF236E1F676E4.avi,64,2609,2141,468,21.85894441849603,morphological_dilation,3,2
0X112EF236E1F676E4.avi,87,1669,1278,391,30.59467918622848,morphological_dilation,3,2
0X112F1A9C7DF4A5F2.avi,121,2547,2079,468,22.51082251082251,morphological_dilation,3,2
0X112F1A9C7DF4A5F2.avi,146,1560,1156,404,34.94809688581315,morphological_dilation,3,2
0X11303E45952732BD.avi,88,1928,1512,416,27.513227513227513,morphological_dilation,3,2
0X11303E45952732BD.avi,113,1319,962,357,37.11018711018711,morphological_dilation,3,2
0X113195610E41EF2.avi,54,1702,1330,372,27.969924812030072,morphological_dilation,3,2
0X113195610E41EF2.avi,70,1112,808,304,37.62376237623762,morphological_dilation,3,2
0X1131FB2A374D34F5.avi,59,1531,1163,368,31.64230438521066,morphological_dilation,3,2
0X1131FB2A374D34F5.avi,86,1051,747,304,40.69611780455154,morphological_dilation,3,2
0X1134CC5B50757EEF.avi,64,2161,1757,404,22.993739328400682,morphological_dilation,3,2
0X1134CC5B50757EEF.avi,78,1498,1158,340,29.360967184801385,morphological_dilation,3,2
0X113E6AD75AB62781.avi,121,1397,1049,348,33.17445185891325,morphological_dilation,3,2
0X113E6AD75AB62781.avi,133,1040,740,300,40.54054054054054,morphological_dilation,3,2
0X113E9F83E605C0F5.avi,50,1438,1094,344,31.444241316270567,morphological_dilation,3,2
0X113E9F83E605C0F5.avi,59,928,636,292,45.911949685534594,morphological_dilation,3,2
0X113F9B4D1F9FA03.avi,56,2041,1629,412,25.29158993247391,morphological_dilation,3,2
0X113F9B4D1F9FA03.avi,75,1355,1019,336,32.97350343473994,morphological_dilation,3,2
0X1143688D7F946644.avi,53,2326,1842,484,26.275787187839306,morphological_dilation,3,2
0X1143688D7F946644.avi,67,1402,998,404,40.480961923847694,morphological_dilation,3,2
0X11445CEF92745462.avi,51,1143,815,328,40.24539877300614,morphological_dilation,3,2
0X11445CEF92745462.avi,66,716,456,260,57.01754385964912,morphological_dilation,3,2
0X114B58E6B34E55F1.avi,81,1576,1224,352,28.75816993464052,morphological_dilation,3,2
0X114B58E6B34E55F1.avi,92,1243,909,334,36.743674367436746,morphological_dilation,3,2
0X114DED900F0C2D7D.avi,61,2803,2297,506,22.028733130169787,morphological_dilation,3,2
0X114DED900F0C2D7D.avi,72,2356,1862,494,26.53061224489796,morphological_dilation,3,2
0X1150BD0249677E8F.avi,43,1591,1207,384,31.814415907207955,morphological_dilation,3,2
0X1150BD0249677E8F.avi,63,979,667,312,46.776611694152926,morphological_dilation,3,2
0X1151059A7824211.avi,51,1580,1204,376,31.22923588039867,morphological_dilation,3,2
0X1151059A7824211.avi,72,991,679,312,45.9499263622975,morphological_dilation,3,2
0X1151F27F45E9644F.avi,185,1091,771,320,41.50453955901427,morphological_dilation,3,2
0X1151F27F45E9644F.avi,202,603,342,261,76.31578947368422,morphological_dilation,3,2
0X11537FCF989575BB.avi,51,5201,4521,680,15.040920150409201,morphological_dilation,3,2
0X11537FCF989575BB.avi,71,3261,2709,552,20.376522702104097,morphological_dilation,3,2
0X1154F8CD483D5CD5.avi,78,2373,1921,452,23.52941176470588,morphological_dilation,3,2
0X1154F8CD483D5CD5.avi,100,1601,1209,392,32.42349048800662,morphological_dilation,3,2
0X115841DA5E9DC64D.avi,34,1765,1389,376,27.06983441324694,morphological_dilation,3,2
0X115841DA5E9DC64D.avi,49,1167,851,316,37.132784958871916,morphological_dilation,3,2
0X1161B02E0B2DBB94.avi,1,1582,1203,379,31.504571903574398,morphological_dilation,3,2
0X1161B02E0B2DBB94.avi,18,932,632,300,47.46835443037975,morphological_dilation,3,2
0X11648EA1AD4AE177.avi,38,967,659,308,46.737481031866466,morphological_dilation,3,2
0X11648EA1AD4AE177.avi,55,520,296,224,75.67567567567568,morphological_dilation,3,2
0X1167650B8BEFF863.avi,111,1387,1059,328,30.97261567516525,morphological_dilation,3,2
0X1167650B8BEFF863.avi,123,827,555,272,49.009009009009006,morphological_dilation,3,2
0X11679CCF8428C87.avi,40,2404,1981,423,21.352852094901564,morphological_dilation,3,2
0X11679CCF8428C87.avi,56,2054,1644,410,24.939172749391727,morphological_dilation,3,2
0X116D6A1EFDD8E226.avi,40,1423,1079,344,31.881371640407785,morphological_dilation,3,2
0X116D6A1EFDD8E226.avi,56,932,648,284,43.82716049382716,morphological_dilation,3,2
0X11751D404DAD3313.avi,96,3034,2522,512,20.30134813639968,morphological_dilation,3,2
0X11751D404DAD3313.avi,117,2225,1805,420,23.26869806094183,morphological_dilation,3,2
0X117CAE6A13AA3F5.avi,115,1660,1296,364,28.08641975308642,morphological_dilation,3,2
0X117CAE6A13AA3F5.avi,132,1036,744,292,39.247311827956985,morphological_dilation,3,2
0X117F243A9D657663.avi,97,1698,1298,400,30.81664098613251,morphological_dilation,3,2
0X117F243A9D657663.avi,111,1157,813,344,42.31242312423124,morphological_dilation,3,2
0X117FFBEE3018EEF.avi,37,1427,1063,364,34.24270931326435,morphological_dilation,3,2
0X117FFBEE3018EEF.avi,47,1135,803,332,41.344956413449566,morphological_dilation,3,2
0X1185DA5AB0D9BE6A.avi,54,1391,1063,328,30.85606773283161,morphological_dilation,3,2
0X1185DA5AB0D9BE6A.avi,66,980,696,284,40.804597701149426,morphological_dilation,3,2
0X11861625D2695B1F.avi,47,2228,1808,420,23.23008849557522,morphological_dilation,3,2
0X11861625D2695B1F.avi,61,1251,931,320,34.371643394199786,morphological_dilation,3,2
0X118EF5AEED2E28EC.avi,33,2171,1763,408,23.142370958593304,morphological_dilation,3,2
0X118EF5AEED2E28EC.avi,48,1451,1084,367,33.85608856088561,morphological_dilation,3,2
0X119154A48FDF0A82.avi,55,1542,1202,340,28.286189683860236,morphological_dilation,3,2
0X119154A48FDF0A82.avi,77,1034,742,292,39.35309973045822,morphological_dilation,3,2
0X1192B98E520E87C8.avi,75,1298,949,349,36.775553213909376,morphological_dilation,3,2
0X1192B98E520E87C8.avi,102,861,544,317,58.27205882352941,morphological_dilation,3,2
