FileName,ESV_corrected,ESC_corrected_frame,EDV_corrected,EDV_corrected_frame,PixelDifference,TotalFrames
0X113F9B4D1F9FA03.avi,1355,75,2041,56,686,2
0X1143688D7F946644.avi,1402,67,2326,53,924,2
0X11445CEF92745462.avi,716,66,1143,51,427,2
0X114B58E6B34E55F1.avi,1243,92,1576,81,333,2
0X114DED900F0C2D7D.avi,2356,72,2803,61,447,2
0X1150BD0249677E8F.avi,979,63,1591,43,612,2
0X1151059A7824211.avi,991,72,1580,51,589,2
0X1151F27F45E9644F.avi,603,202,1091,185,488,2
0X11537FCF989575BB.avi,3261,71,5201,51,1940,2
0X1154F8CD483D5CD5.avi,1601,100,2373,78,772,2
0X115841DA5E9DC64D.avi,1167,49,1765,34,598,2
0X1161B02E0B2DBB94.avi,932,18,1582,1,650,2
0X11648EA1AD4AE177.avi,520,55,967,38,447,2
0X1167650B8BEFF863.avi,827,123,1387,111,560,2
0X11679CCF8428C87.avi,2054,56,2404,40,350,2
0X116D6A1EFDD8E226.avi,932,56,1423,40,491,2
0X11751D404DAD3313.avi,2225,117,3034,96,809,2
0X117CAE6A13AA3F5.avi,1036,132,1660,115,624,2
0X117F243A9D657663.avi,1157,111,1698,97,541,2
0X117FFBEE3018EEF.avi,1135,47,1427,37,292,2
0X1185DA5AB0D9BE6A.avi,980,66,1391,54,411,2
0X11861625D2695B1F.avi,1251,61,2228,47,977,2
0X118EF5AEED2E28EC.avi,1451,48,2171,33,720,2
0X119154A48FDF0A82.avi,1034,77,1542,55,508,2
0X1192B98E520E87C8.avi,861,102,1298,75,437,2
0X119C98019EFAA0F4.avi,1084,69,1897,48,813,2
0X11A07A83B21CFE1E.avi,1137,111,1880,96,743,2
0X11A3165A8DC20F2D.avi,933,85,1253,72,320,2
0X11A3EC0D91F0CD3B.avi,1057,55,1700,42,643,2
0X11B01A59D74693C4.avi,1384,21,1998,2,614,2
0X11B7D2EE96990A8D.avi,1127,54,1669,35,542,2
0X11BACBBF79E25D1E.avi,1147,34,1747,25,600,2
0X11BC6C9DEA4C94C7.avi,1138,170,1771,156,633,2
0X11BDF610427B903F.avi,1265,58,1863,42,598,2
0X11BE656DE80C9CF2.avi,1199,97,1877,75,678,2
0X11C1412786BCBB50.avi,1441,85,1706,68,265,2
0X11C5F414FDFFA6FE.avi,746,27,1447,18,701,2
0X11C89001BEF939E2.avi,1742,78,2305,65,563,2
0X11C9572ABEDC9715.avi,1301,101,1920,86,619,2
0X11CC3D00A37FE7DF.avi,1152,148,1677,137,525,2
0X11D525180CDD1ECD.avi,964,59,1212,41,248,2
0X11D53502D38B208F.avi,775,69,1258,59,483,2
0X11DA79F89EE37D3B.avi,800,89,1367,76,567,2
0X11DD5C8CC2A4D225.avi,2274,52,3876,37,1602,2
0X11DF3DEE0B2544FE.avi,1401,110,1864,93,463,2
0X11E0A9338456F4AA.avi,990,155,1457,143,467,2
0X11E371F35DEBE8B4.avi,1023,67,1610,49,587,2
0X11E3FA2DD4ADD675.avi,2033,54,2397,40,364,2
0X11F088FA228B2BE8.avi,1263,75,1940,56,677,2
0X11F7628563B5B391.avi,1367,129,2141,114,774,2
0X11F798A4F0181ACF.avi,875,77,1523,59,648,2
0X12006C9A54BEED76.avi,1050,48,1696,34,646,2
0X1205884E675E58B9.avi,834,70,1416,57,582,2
0X120CAF5F957C906C.avi,1357,64,1825,42,468,2
0X120E33CFA2D0FF00.avi,1289,126,2061,108,772,2
0X1210DA53C9475EBF.avi,1916,166,2892,151,976,2
0X1212FB5C4E7021B8.avi,1847,55,2634,39,787,2
0X12143BF23189A122.avi,961,61,1532,47,571,2
0X12185F79407DF986.avi,1413,67,1971,51,558,2
0X121968806D66B71F.avi,842,50,1345,38,503,2
0X1219DA80A35E3B5F.avi,1779,84,2994,67,1215,2
0X121ED339D11C4F6B.avi,962,74,1601,62,639,2
0X1220B4C71FD9D82.avi,800,14,1521,1,721,2
0X1222EAE9D581E210.avi,1342,57,2343,35,1001,2
0X1225C19111629C6F.avi,1309,105,2162,89,853,2
0X1227CDDF6A114129.avi,661,66,1410,51,749,2
0X123B2FFEBC042304.avi,1210,118,2073,101,863,2
0X123BE57301362DA4.avi,1110,49,1692,38,582,2
0X123D5FE0A5DC7E1D.avi,1011,52,1465,35,454,2
0X123F96492CB893D6.avi,1652,87,2416,72,764,2
0X124030F8B3C1A5AF.avi,1087,22,1686,42,599,2
0X12430512E2BBCD55.avi,577,50,859,38,282,2
0X124823D11EF8E321.avi,1882,88,3019,72,1137,2
0X12508E9DD1BA59B5.avi,930,107,1691,89,761,2
0X125C10BA973D3B07.avi,1775,59,2059,41,284,2
0X12628F033A56EB6F.avi,1025,16,1683,2,658,2
0X1262A9E08289B606.avi,1378,73,2391,58,1013,2
0X1264B4000299A44A.avi,829,14,1350,3,521,2
0X126C02C8B984672B.avi,1372,92,2336,74,964,2
0X126D2362E5A0A3E2.avi,1062,100,1677,86,615,2
0X12743BE18328C2CB.avi,992,143,1544,126,552,2
0X12746954583128D.avi,920,142,1563,126,643,2
0X1274EA614B0388C1.avi,1379,16,1565,0,186,2
0X1276054526651444.avi,2137,65,2951,49,814,2
0X127779E8265AE7DF.avi,2722,172,3911,150,1189,2
0X127A2C51D192532D.avi,1170,59,1724,42,554,2
0X127D3AEEA73EDE76.avi,887,73,1447,64,560,2
0X127F452F06A3EE97.avi,991,109,1400,91,409,2
0X12807854DFA9CC01.avi,976,54,1517,40,541,2
0X128786C169B3ADAE.avi,1080,16,1888,0,808,2
0X128C3C2C3A7496CB.avi,1506,75,1741,62,235,2
0X129133A90A61A59D.avi,2564,84,2973,66,409,2
0X129682A2ECCD415.avi,601,42,1072,33,471,2
0X1297B85A51C2B20A.avi,1141,65,1817,49,676,2
0X129C303CC617D208.avi,2552,63,3035,42,483,2
0X129CDFF3A684DDB9.avi,1613,54,1952,38,339,2
0X129ED481CEECBD9.avi,1297,67,2006,49,709,2
0X12A72A2C6FF4C400.avi,985,92,1602,72,617,2
0X12AD71F42865D2A.avi,2043,128,2681,108,638,2
0X12B41FA5409312FE.avi,1407,179,2084,151,677,2
0X12B468050091669.avi,1272,72,1932,53,660,2
0X12B70D2902C13E73.avi,1568,82,2619,55,1051,2
0X12B79C738400F3.avi,1290,61,2327,47,1037,2
0X12B890B1E2E14CC4.avi,2097,17,3394,1,1297,2
0X12B9FFDEA456E877.avi,988,63,1546,46,558,2
0X12BAD5FBFC3E4F2A.avi,1124,114,1729,97,605,2
0X12C17194EECA74B4.avi,1373,43,2106,31,733,2
0X12C75A801CBD284A.avi,1357,78,2012,67,655,2
0X12CC84ACC62427C1.avi,1474,49,2328,37,854,2
0X12CF33089E2618A8.avi,846,63,1274,31,428,2
0X12D510DA18959EE3.avi,936,80,1341,67,405,2
0X12D56DAF10A98037.avi,840,55,1411,37,571,2
0X12D7CFBEBDF0EAAF.avi,831,53,1328,38,497,2
0X12DAF7D942F818A0.avi,1502,123,2409,102,907,2
0X12DC39D816351E0D.avi,1132,66,1527,57,395,2
0X12F2890C7AEA52E8.avi,1131,39,1517,23,386,2
0X12F3277B0A6EE866.avi,597,172,999,154,402,2
0X12F3CF2F58EC699B.avi,1024,147,1612,133,588,2
0X12F535C804FC3F13.avi,945,155,1511,141,566,2
0X13031FC2687E954D.avi,1835,25,3140,3,1305,2
0X1303B567B01D9D71.avi,932,120,1485,107,553,2
0X13078849A6B5C581.avi,1131,20,1772,0,641,2
0X130914FFD198255E.avi,1273,139,2091,120,818,2
0X130ABC17C55FD6B5.avi,1316,59,2055,46,739,2
0X130B57359B0E6F00.avi,1088,173,1765,157,677,2
0X130E96B8AB4EC4DF.avi,935,21,1658,3,723,2
0X131AEF344C28F4B2.avi,1023,143,1644,122,621,2
0X131EE16CE9512E4E.avi,1245,85,2023,131,778,2
0X132A335840604190.avi,1363,63,2177,44,814,2
0X132C1E8DBB715D1D.avi,676,55,1035,44,359,2
0X132E461F48559F6B.avi,1050,89,1886,72,836,2
0X1335F88662E38FD5.avi,2141,113,3300,97,1159,2
0X1337E8945A141439.avi,1737,87,2407,73,670,2
0X13381981E598316E.avi,1478,132,2437,116,959,2
0X1339B9E81946F0E8.avi,883,82,1485,61,602,2
0X133BD3C195F9EA2.avi,1610,65,2584,46,974,2
0X133C22A8F4C643C.avi,1495,141,1861,129,366,2
0X133F1774D5859CF4.avi,714,150,1201,134,487,2
0X133F50BB99C6E09.avi,1043,55,1567,42,524,2
0X13408BBC062D7EF8.avi,1512,85,2412,79,900,2
0X13419AC126FD7685.avi,1390,50,2385,32,995,2
0X1345D6698FB8834D.avi,2690,86,4073,65,1383,2
0X13491A03D3184C5A.avi,1683,75,2224,57,541,2
0X134A337D9B4C1948.avi,1658,57,1942,45,284,2
0X134CE85850028C74.avi,1250,110,2107,92,857,2
0X1351FD090B93589F.avi,938,45,1482,29,544,2
0X135A31260870D960.avi,997,162,1697,144,700,2
0X135AADB11C76E482.avi,1086,99,1909,86,823,2
0X13621A689D1114C3.avi,1132,81,1913,65,781,2
0X1364306109381555.avi,1779,78,1960,57,181,2
0X136492E67BFF8CB3.avi,2778,112,4503,95,1725,2
0X136601DC3725F327.avi,988,112,1517,95,529,2
0X1366FB9F3F37807D.avi,1036,114,1544,103,508,2
0X13682394806BB587.avi,1794,55,2784,40,990,2
0X1369E49954F0EAEC.avi,1329,62,1941,46,612,2
0X13745EE94756A394.avi,1109,113,1744,97,635,2
0X13881965FA7312E.avi,729,105,1045,93,316,2
0X13888ED03221D0D4.avi,1015,139,1513,126,498,2
0X138BF0FABD298C5.avi,1450,194,2196,175,746,2
0X1390B905E366F035.avi,1047,50,1438,35,391,2
0X139DEEAD6326D6C5.avi,1065,62,1738,47,673,2
0X13A3E602CCA508D6.avi,994,151,1516,127,522,2
0X13A4AE3152A4D752.avi,1484,76,2058,64,574,2
0X13A5B3EF1C1004FC.avi,2199,53,3917,38,1718,2
0X13A5F88444B588E0.avi,551,49,743,37,192,2
0X13ACF1360A23F50F.avi,1214,56,2045,40,831,2
0X13AF8C4530219270.avi,1618,19,2582,2,964,2
0X13B0A1DABEDA5EDF.avi,1176,73,1970,60,794,2
0X13B4430D1930FF80.avi,1235,65,1939,49,704,2
0X13B5EC7F42AF217.avi,1078,131,1653,119,575,2
0X13B783ADFB252C8.avi,670,62,1060,81,390,2
0X13B8F91C9C8074AF.avi,1078,19,1566,0,488,2
0X13B98D39BC103032.avi,1153,83,1946,68,793,2
0X13BD3AC66BD12220.avi,1000,53,1605,37,605,2
0X13BF1C6E527440F.avi,1310,72,2034,58,724,2
0X13BF81440466675F.avi,1227,113,1940,96,713,2
0X13C061D2FD255419.avi,2313,65,2951,48,638,2
0X13C1FEB745C8B810.avi,1552,21,3325,0,1773,2
0X13C378D617ABCBEF.avi,918,53,1413,35,495,2
0X13C611744D86E729.avi,1677,66,2238,51,561,2
0X13C7281794656150.avi,1209,70,2187,52,978,2
0X13CAF66BDD4EBEA0.avi,919,101,1217,87,298,2
0X13CE2039E2D706A.avi,2129,76,2445,56,316,2
0X13CE28139B5F8E2D.avi,1386,71,2091,53,705,2
0X13CF32153B3B30B7.avi,1318,115,2035,101,717,2
0X13CFD73EA4694798.avi,3197,59,3519,41,322,2
0X13D0DD096DFED1C7.avi,950,69,1432,51,482,2
0X13D1459C51B5C32E.avi,1101,25,1338,43,237,2
0X13D6BC74D088CACA.avi,1505,80,2282,70,777,2
0X13D875B7A4A97001.avi,1524,21,2431,0,907,2
0X13D9B0A4BC16701D.avi,699,84,1152,70,453,2
0X13DEAEAFDF1338AD.avi,764,122,1126,111,362,2
0X13E043A35E3EB490.avi,994,97,1503,80,509,2
0X13E260DF39629AC9.avi,1232,161,1646,143,414,2
0X13E488CF5C7C934C.avi,961,35,1450,23,489,2
0X13E9B31F9C5D5660.avi,1313,146,2083,129,770,2
0X13EA5DE4962B3822.avi,2497,198,3890,162,1393,2
0X13ECF4B877219D8B.avi,986,16,1629,1,643,2
0X13EFD6BF683801F.avi,971,106,1246,91,275,2
0X13F04450E6B7D249.avi,1716,56,2576,39,860,2
0X13F0F314138CE831.avi,703,168,999,150,296,2
0X13F52A775D9F62D0.avi,1516,79,2018,66,502,2
0X13F7CAB4C719ACA3.avi,1135,17,1520,6,385,2
0X14017B26554F7A5E.avi,940,116,1714,101,774,2
0X140A0F27BE9116F5.avi,1308,91,1786,74,478,2
0X140AAFB14918E8A4.avi,1362,47,2278,38,916,2
0X140D4A2F475712FA.avi,1225,66,1938,49,713,2
0X141103C96A34DA6C.avi,2128,237,3293,212,1165,2
0X1412F3A856C40C82.avi,1074,39,1839,28,765,2
0X141E714781DEE463.avi,2313,48,3352,35,1039,2
0X142C9C144BF16FAE.avi,1212,142,1869,123,657,2
0X142CA9754A01C189.avi,1128,111,1617,95,489,2
0X142D95A439C28FD0.avi,879,127,1370,114,491,2
0X142EFADA9AF9DC99.avi,1167,177,1861,157,694,2
0X1430480BD524AA15.avi,759,148,1261,114,502,2
0X143952B6F3131E88.avi,752,41,1213,28,461,2
0X1439627ADB475793.avi,1609,152,2696,136,1087,2
0X143B72A804BC7AE7.avi,761,57,1239,40,478,2
0X143D9B52A85BF561.avi,1373,111,2076,91,703,2
0X143DC0C8FB089A18.avi,2590,19,3043,0,453,2
0X1441AEEF1315F95F.avi,1014,22,1793,3,779,2
0X1444E316F0AD1ECD.avi,1691,132,2531,114,840,2
0X14458B9410D73E11.avi,988,17,1563,2,575,2
0X144DF7C585233D4C.avi,1599,66,2347,51,748,2
0X1453F1CB3615D8E6.avi,1579,60,2368,46,789,2
0X14586BA47B83C598.avi,1352,106,2268,86,916,2
0X145985C5A34EFCC.avi,1008,141,1710,124,702,2
0X1459E82A63876D49.avi,1718,140,2901,122,1183,2
0X146617301504663D.avi,929,188,1552,165,623,2
0X1469FC68080F968F.avi,988,53,1734,39,746,2
0X146DFEE92CCEC4E2.avi,1038,100,1727,86,689,2
0X146FA81A1880E0DB.avi,1243,56,2072,39,829,2
0X148536C2B06F8C88.avi,1002,20,1519,3,517,2
0X148B59B7E2DE8071.avi,2041,150,3354,131,1313,2
0X148BFBF596042FF5.avi,759,214,1136,196,377,2
0X148FD32A15B26865.avi,1717,122,2406,105,689,2
0X148FFCBF4D0C398F.avi,1208,150,2062,128,854,2
0X1494CF8E521C3FEF.avi,1570,107,1948,92,378,2
0X1498806542CEE367.avi,1203,27,1683,15,480,2
0X1499CC196E57EFB.avi,1016,152,1657,136,641,2
0X149C551B9CC4DED.avi,758,127,1308,116,550,2
0X149CE42387608CEC.avi,933,121,1340,106,407,2
0X149D7652015AA236.avi,1008,93,1545,78,537,2
0X149DCE7F77B408F4.avi,845,72,1337,54,492,2
0X14A6F87817547A95.avi,961,49,1736,36,775,2
0X14A943AC8D162D36.avi,1987,100,3092,82,1105,2
0X14A96DC7D16968CA.avi,1123,55,1905,41,782,2
0X14AD611ACCAD1161.avi,1038,48,1689,33,651,2
0X14AE436F61819521.avi,1403,49,2029,33,626,2
0X14B62F1593336331.avi,773,124,1236,105,463,2
0X14B9AD04DC394090.avi,1422,143,2217,118,795,2
0X14BF7A33B6A3FAC4.avi,715,40,1086,27,371,2
0X14BFDFE46468D601.avi,1403,175,1954,157,551,2
0X14C05BE120AEAFA3.avi,944,66,1712,47,768,2
0X14C5B3A3DFECAC76.avi,1290,127,2028,109,738,2
0X14C8F7E6EBDBC708.avi,1050,123,1994,104,944,2
0X14C8FE5C30084CB3.avi,887,122,1451,106,564,2
0X14C9558E01709E65.avi,1490,64,2431,49,941,2
0X14CA2B7814B1B9EF.avi,1037,97,1587,81,550,2
0X14CDF03D85703540.avi,2455,176,3790,138,1335,2
0X14CFCEAD6539D3DC.avi,1169,125,1916,111,747,2
0X14D50036EAB69EA.avi,1096,82,1642,71,546,2
0X14D6CCAC550E278B.avi,552,151,982,134,430,2
0X14DDD7911ED612B8.avi,847,197,1238,180,391,2
0X14E954E2A0878925.avi,1202,43,1554,30,352,2
0X14E98112C64DA88B.avi,2225,118,2644,100,419,2
0X14EAF6EAE837F32D.avi,580,94,918,84,338,2
0X14F0C15097590562.avi,867,71,1367,52,500,2
0X14F4B815A5210B8A.avi,806,54,1343,39,537,2
0X14F639B3E0EC3A72.avi,1102,83,1827,64,725,2
0X14F7F25545E76A73.avi,1040,65,1613,46,573,2
0X14FC5096F3E4145D.avi,1163,67,1974,49,811,2
0X14FC7EEB6ACFE0BF.avi,1354,69,1893,46,539,2
0X1502E38D5D99E2E4.avi,734,68,1005,51,271,2
0X15031D084B3EEC96.avi,615,83,1040,69,425,2
0X150D2E5A2E09ADC.avi,1202,12,1461,1,259,2
0X1512DC6CBD8EA12A.avi,1254,56,1414,44,160,2
0X15146FB55B5697A0.avi,1779,88,2500,69,721,2
0X15213080EC9FA05.avi,927,70,1374,53,447,2
0X15260A2D31648922.avi,1336,64,2049,47,713,2
0X152F36A552DD2930.avi,867,119,1368,106,501,2
0X152F4B797A15C43F.avi,2564,99,3131,85,567,2
0X1531B80C56297FD2.avi,988,129,1517,110,529,2
0X153A76426320A57B.avi,1729,113,1936,98,207,2
0X153F6AD036CBC30B.avi,2142,51,2340,32,198,2
0X1545ED054E5CE01D.avi,1384,56,2376,42,992,2
0X154827D058D6A9D0.avi,808,179,1371,158,563,2
0X154A3BABDF5193B6.avi,1393,76,2119,55,726,2
0X154B75E4EF6184AE.avi,1040,17,1478,2,438,2
0X15505C1D0357A434.avi,3150,307,3715,272,565,2
0X1556825C5295368F.avi,981,100,1657,86,676,2
0X155A7771ACB14472.avi,1495,79,2268,62,773,2
0X155E07DE20CF09F5.avi,1009,72,1983,54,974,2
0X1563E9D9834E5A52.avi,1418,121,1892,100,474,2
0X1564DE8D0D40F195.avi,1180,62,1829,45,649,2
0X15672D90E3EC7303.avi,1162,130,1779,112,617,2
0X156A170A2372A74D.avi,1030,53,1797,36,767,2
0X156B1DF0112EDD64.avi,1963,75,3036,55,1073,2
0X156F3A66548E593A.avi,905,159,1612,143,707,2
0X1572A0615437CE09.avi,808,69,1330,60,522,2
0X157528EBA14B2EB6.avi,1236,58,1916,42,680,2
0X1578E7D18F51EBBA.avi,1370,18,2336,51,966,2
0X157AC89BC2BB953E.avi,1670,65,1890,47,220,2
0X157BF8C4D154D45D.avi,1370,92,1633,63,263,2
0X158518565B5C46D8.avi,1117,79,1777,61,660,2
0X15861B0853DB6E4D.avi,1099,189,1788,168,689,2
0X158B03C45BB55DAC.avi,1838,98,3112,81,1274,2
0X158C469B8C462A10.avi,2793,61,3573,46,780,2
0X1592A79667250EA1.avi,1262,67,2102,49,840,2
0X159307C65686B64D.avi,1133,141,1710,128,577,2
0X1597DA4581B6F4AD.avi,827,63,1445,39,618,2
0X1599E3BC17BB6A01.avi,995,50,1749,36,754,2
0X159BDA520C61736A.avi,742,62,1193,43,451,2
0X15A62E3A92DFFF7.avi,1566,60,2422,44,856,2
0X15A89931D5E83C23.avi,1097,182,1319,163,222,2
0X15A912A3822431A9.avi,1574,15,2504,1,930,2
0X15AA1BAFC9C0CCB2.avi,2174,94,2705,68,531,2
0X15ACD275B96CDD05.avi,1243,79,2142,59,899,2
0X15B26FE0D3CD6E0F.avi,1217,93,1834,68,617,2
0X15B2A840A070DCC9.avi,1024,67,1555,48,531,2
0X15B6905E8EC410FA.avi,2675,103,3223,88,548,2
0X15B980AC8A6B5EF1.avi,1168,52,1868,36,700,2
0X15BA82A1F6BF8B6.avi,1707,114,2637,100,930,2
0X15BE180F1CCF0F3B.avi,859,52,1336,39,477,2
0X15C0D7DBFF8E4FC8.avi,1276,67,1608,48,332,2
0X15C4831F7DDCA462.avi,1249,19,2019,3,770,2
0X15C85161F8F9A55B.avi,851,18,1316,3,465,2
0X15C904A855E4FF2B.avi,1425,62,2408,45,983,2
0X15CBECA136CF18CD.avi,950,75,1312,55,362,2
0X15CC2CDE8C2CD542.avi,1194,80,1769,66,575,2
0X15CC6C50F1763B61.avi,1761,60,2495,41,734,2
0X15D24A43FD766AB9.avi,1017,75,1700,58,683,2
0X15D27BEDBDC09AA0.avi,1637,64,2040,46,403,2
